video,participant,avg_motion,variability,frequency
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T2\P3_E1T2_45.mp4,Participant_3,2.151262907666582,0.2788252028236855,70
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T2\P3_E1T2_90.mp4,Participant_3,2.4361367945001313,0.24429802165699266,91
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T3\P3_E1T3_45.mp4,Participant_3,2.2288508600940995,0.324783561071181,70
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T3\P3_E1T3_90.mp4,Participant_3,2.4560096129884372,0.2645188286998419,96
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T4\P3_E1T4_45.mp4,Participant_3,2.1249293689591457,0.29905390578035174,79
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T4\P3_E1T4_90.mp4,Participant_3,2.497110690712225,0.25052782688696806,91
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T5\P3_E1T5_45.mp4,Participant_3,2.198441173061163,0.380313184475686,72
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T5\P3_E1T5_90.mp4,Participant_3,2.4588161532385464,0.2458018180197681,89
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T6\P3_E1T6_45.mp4,Participant_3,2.0731926671755265,0.46639170781389594,71
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1T6\P3_E1T6_90.mp4,Participant_3,2.413551299217112,0.518282460048657,88
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1_Alternative_Clothing\P3_E1T1_45_ALT.mp4,Participant_3,2.0596211805555558,0.25996264360378146,75
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1_Alternative_Clothing\P3_E1T1_90_ALT.mp4,Participant_3,2.400307561412902,0.2352356295666143,97
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1_Alternative_Clothing\P3_E1T2_45_ALT.mp4,Participant_3,2.026346577345723,0.36281031237115496,80
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_1\E1_Alternative_Clothing\P3_E1T2_90_ALT.mp4,Participant_3,2.3663508401392153,0.5665787620640493,92
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T1\P3_E2T1_45.mp4,Participant_3,1.4797566508374183,0.2950096799917067,67
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T1\P3_E2T1_90.mp4,Participant_3,1.4497596142199611,0.25201018414553306,85
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T2\P3_E2T2_45.mp4,Participant_3,1.5684459894741436,0.30127897211547916,66
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T2\P3_E2T2_90.mp4,Participant_3,1.5379556757149702,0.2776065590904102,71
